Key,Value
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #061,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #062,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #063,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #064,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #065,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #066,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #067,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #068,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #069,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #070,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #071,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #072,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #073,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #074,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #075,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #076,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #077,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #078,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #079,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #080,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #081,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #082,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #083,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #084,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #085,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #086,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #087,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #088,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #089,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #090,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #091,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #092,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #093,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #094,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #095,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #096,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #097,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #098,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #099,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #100,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #101,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #102,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #103,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #104,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #105,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #106,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #107,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #108,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #109,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #110,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #111,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #112,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #113,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #114,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #115,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #116,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #117,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #118,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #119,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #120,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #121,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #122,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #123,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #124,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #125,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #126,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #127,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #128,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #129,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #130,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #131,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #132,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #133,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #134,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #135,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #136,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #137,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #138,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #139,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #140,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #141,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #142,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #143,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #144,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #145,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #146,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #147,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #148,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #149,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #150,Aquila.SideportElement_100%L
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #151,Beamsplitter.489090-8015-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #152,EmissionFilter.489090-0120-000
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName #153,Albireo_Filter.555_30
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #001,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #002,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #003,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #004,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #005,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #006,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #007,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #008,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #009,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #010,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #011,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #012,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #013,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #014,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #015,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #016,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #017,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #018,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #019,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #020,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #021,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #022,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #023,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #024,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #025,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #026,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #027,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #028,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #029,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #030,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #031,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #032,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #033,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #034,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #035,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #036,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #037,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #038,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #039,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #040,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #041,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #042,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #043,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #044,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #045,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #046,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #047,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #048,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #049,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #050,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #051,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #052,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #053,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #054,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #055,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #056,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #057,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #058,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #059,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #060,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #061,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #062,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #063,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #064,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #065,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #066,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #067,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #068,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #069,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #070,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #071,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #072,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #073,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #074,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #075,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #076,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #077,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #078,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #079,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #080,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #081,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #082,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #083,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #084,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #085,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #086,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #087,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #088,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #089,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #090,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #091,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #092,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #093,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #094,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #095,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #096,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #097,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #098,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #099,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #100,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #101,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #102,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #103,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #104,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #105,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #106,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #107,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #108,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #109,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #110,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #111,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #112,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #113,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #114,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #115,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #116,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #117,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #118,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #119,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #120,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #121,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #122,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #123,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #124,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #125,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #126,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #127,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #128,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #129,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #130,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #131,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #132,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #133,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #134,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #135,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #136,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #137,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #138,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #139,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #140,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #141,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #142,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #143,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #144,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #145,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #146,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #147,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #148,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #149,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #150,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #151,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #152,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|IsActivated #153,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #01,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #02,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #03,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #04,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #05,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #06,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #07,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #08,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #09,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #10,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #11,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #12,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #13,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #14,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #15,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #16,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #17,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|PositionName|Status #18,Valid
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #001,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #002,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #003,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #004,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #005,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #006,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #007,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #008,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #009,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #010,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #011,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #012,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #013,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #014,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #015,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #016,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #017,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #018,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #019,true
Experiment|HardwareSettingsPool|HardwareSetting|ParameterCollection|Position|IsActivated #020,true
